Pkey,Year,Quarter,Year ending,Airport of departure,Purpose of visit,Country of permanent residence,Total visitor spend,Total visitors
362,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,Rest of Oceania,,
363,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,UK,,
364,1998,4,YEDec 1998,Queenstown,Visiting friends / relatives,USA,,
365,1998,4,YEDec 1998,Wellington,Business,Africa and Middle East,,
366,1998,4,YEDec 1998,Wellington,Business,Australia,46069409.24,25599
367,1998,4,YEDec 1998,Wellington,Business,Canada,,
368,1998,4,YEDec 1998,Wellington,Business,China,,
369,1998,4,YEDec 1998,Wellington,Business,Germany,472262.46,436
370,1998,4,YEDec 1998,Wellington,Business,Japan,401218.34,234
371,1998,4,YEDec 1998,Wellington,Business,"Korea, Republic of",,
372,1998,4,YEDec 1998,Wellington,Business,Rest of Americas,,
373,1998,4,YEDec 1998,Wellington,Business,Rest of Asia,328408.49,145
374,1998,4,YEDec 1998,Wellington,Business,Rest of Europe,2955392.05,1182
375,1998,4,YEDec 1998,Wellington,Business,Rest of Oceania,,
376,1998,4,YEDec 1998,Wellington,Business,UK,2294566.24,903
377,1998,4,YEDec 1998,Wellington,Business,USA,2527831.38,964
378,1998,4,YEDec 1998,Wellington,Holiday / vacation,Africa and Middle East,1011992.89,392
379,1998,4,YEDec 1998,Wellington,Holiday / vacation,Australia,24198092.37,14918
380,1998,4,YEDec 1998,Wellington,Holiday / vacation,Canada,,
381,1998,4,YEDec 1998,Wellington,Holiday / vacation,China,,
382,1998,4,YEDec 1998,Wellington,Holiday / vacation,Germany,549870.75,209
383,1998,4,YEDec 1998,Wellington,Holiday / vacation,Japan,,
384,1998,4,YEDec 1998,Wellington,Holiday / vacation,"Korea, Republic of",,
385,1998,4,YEDec 1998,Wellington,Holiday / vacation,Rest of Americas,,
386,1998,4,YEDec 1998,Wellington,Holiday / vacation,Rest of Asia,963365.39,468
387,1998,4,YEDec 1998,Wellington,Holiday / vacation,Rest of Europe,870668.67,449
388,1998,4,YEDec 1998,Wellington,Holiday / vacation,Rest of Oceania,,
389,1998,4,YEDec 1998,Wellington,Holiday / vacation,UK,3366667.96,983
390,1998,4,YEDec 1998,Wellington,Holiday / vacation,USA,3643339.4,1461
391,1998,4,YEDec 1998,Wellington,Other,Africa and Middle East,,
392,1998,4,YEDec 1998,Wellington,Other,Australia,3959655.95,2515
393,1998,4,YEDec 1998,Wellington,Other,Canada,,
394,1998,4,YEDec 1998,Wellington,Other,China,,
395,1998,4,YEDec 1998,Wellington,Other,Germany,360630.89,228
396,1998,4,YEDec 1998,Wellington,Other,Japan,,
397,1998,4,YEDec 1998,Wellington,Other,"Korea, Republic of",,
398,1998,4,YEDec 1998,Wellington,Other,Rest of Americas,1205648.81,472
399,1998,4,YEDec 1998,Wellington,Other,Rest of Asia,,
400,1998,4,YEDec 1998,Wellington,Other,Rest of Europe,,
401,1998,4,YEDec 1998,Wellington,Other,Rest of Oceania,,
402,1998,4,YEDec 1998,Wellington,Other,UK,,
403,1998,4,YEDec 1998,Wellington,Other,USA,165906.88,234
404,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,Africa and Middle East,2423512.48,864
405,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,Australia,66788958.09,22026
406,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,Canada,,
407,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,China,,
408,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,Germany,1144308.01,255
409,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,Japan,175947.53,234
410,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,"Korea, Republic of",,
411,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,Rest of Americas,221683.82,472
412,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,Rest of Asia,2153915.06,690
413,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,Rest of Europe,3699596.98,665
414,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,Rest of Oceania,1004931.82,392
415,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,UK,2955822.11,806
416,1998,4,YEDec 1998,Wellington,Visiting friends / relatives,USA,226526.79,241
417,1999,4,YEDec 1999,Auckland,Business,Africa and Middle East,1539082.92,2383
418,1999,4,YEDec 1999,Auckland,Business,Australia,155373982.1,73071
419,1999,4,YEDec 1999,Auckland,Business,Canada,5049410.17,1726
420,1999,4,YEDec 1999,Auckland,Business,China,14220091.58,4296
421,1999,4,YEDec 1999,Auckland,Business,Germany,2654654.97,1794
422,1999,4,YEDec 1999,Auckland,Business,Japan,32132111.95,8414
423,1999,4,YEDec 1999,Auckland,Business,"Korea, Republic of",4331722.11,2363
424,1999,4,YEDec 1999,Auckland,Business,Rest of Americas,31418986.42,4806
425,1999,4,YEDec 1999,Auckland,Business,Rest of Asia,35030737.97,11397
426,1999,4,YEDec 1999,Auckland,Business,Rest of Europe,21806566.48,7350
427,1999,4,YEDec 1999,Auckland,Business,Rest of Oceania,48589332.41,11004
428,1999,4,YEDec 1999,Auckland,Business,UK,37285847.78,8859
429,1999,4,YEDec 1999,Auckland,Business,USA,72733084.81,19362
430,1999,4,YEDec 1999,Auckland,Holiday / vacation,Africa and Middle East,33633389.43,9985
431,1999,4,YEDec 1999,Auckland,Holiday / vacation,Australia,215794461.5,92346
432,1999,4,YEDec 1999,Auckland,Holiday / vacation,Canada,101137289.1,17498
433,1999,4,YEDec 1999,Auckland,Holiday / vacation,China,30939136.52,7340
434,1999,4,YEDec 1999,Auckland,Holiday / vacation,Germany,83557904.79,20850
435,1999,4,YEDec 1999,Auckland,Holiday / vacation,Japan,540424777.6,105024
436,1999,4,YEDec 1999,Auckland,Holiday / vacation,"Korea, Republic of",60053853.68,22605
437,1999,4,YEDec 1999,Auckland,Holiday / vacation,Rest of Americas,61433045.42,14408
438,1999,4,YEDec 1999,Auckland,Holiday / vacation,Rest of Asia,250137407.3,82661
439,1999,4,YEDec 1999,Auckland,Holiday / vacation,Rest of Europe,149487700.2,41986
440,1999,4,YEDec 1999,Auckland,Holiday / vacation,Rest of Oceania,75141783.34,27008
441,1999,4,YEDec 1999,Auckland,Holiday / vacation,UK,293544302.1,72051
442,1999,4,YEDec 1999,Auckland,Holiday / vacation,USA,336479636.6,76774
443,1999,4,YEDec 1999,Auckland,Other,Africa and Middle East,8385324.33,1596
444,1999,4,YEDec 1999,Auckland,Other,Australia,22466555.02,15133
445,1999,4,YEDec 1999,Auckland,Other,Canada,81773.07,211
446,1999,4,YEDec 1999,Auckland,Other,China,1222060.08,549
447,1999,4,YEDec 1999,Auckland,Other,Germany,4816752.01,2281
448,1999,4,YEDec 1999,Auckland,Other,Japan,45675402.84,9005
449,1999,4,YEDec 1999,Auckland,Other,"Korea, Republic of",1987045.36,710
450,1999,4,YEDec 1999,Auckland,Other,Rest of Americas,5945532.27,2424
451,1999,4,YEDec 1999,Auckland,Other,Rest of Asia,4724207.9,2980
452,1999,4,YEDec 1999,Auckland,Other,Rest of Europe,8634898.86,2442
453,1999,4,YEDec 1999,Auckland,Other,Rest of Oceania,27536495.49,10843
454,1999,4,YEDec 1999,Auckland,Other,UK,12039703.18,3332
455,1999,4,YEDec 1999,Auckland,Other,USA,14178025.13,5398
456,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,Africa and Middle East,50671323.48,9967
457,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,Australia,194252094.8,95796
458,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,Canada,28810278.61,6668
459,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,China,3638019.17,1751
460,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,Germany,21768445.95,3713
461,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,Japan,21158636.06,2556
462,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,"Korea, Republic of",26865193.4,3352
463,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,Rest of Americas,11513057.48,4062
464,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,Rest of Asia,112388709.4,23577
465,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,Rest of Europe,22180937.79,7087
466,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,Rest of Oceania,68810819.46,20561
467,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,UK,200503701.6,38431
468,1999,4,YEDec 1999,Auckland,Visiting friends / relatives,USA,46376901.86,14165
469,1999,4,YEDec 1999,Christchurch,Business,Africa and Middle East,,
470,1999,4,YEDec 1999,Christchurch,Business,Australia,27155739.11,10610
471,1999,4,YEDec 1999,Christchurch,Business,Canada,,
472,1999,4,YEDec 1999,Christchurch,Business,China,335871.88,267
473,1999,4,YEDec 1999,Christchurch,Business,Germany,1738208.63,219
474,1999,4,YEDec 1999,Christchurch,Business,Japan,3899783.42,1317
475,1999,4,YEDec 1999,Christchurch,Business,"Korea, Republic of",,
476,1999,4,YEDec 1999,Christchurch,Business,Rest of Americas,869159.46,391
477,1999,4,YEDec 1999,Christchurch,Business,Rest of Asia,1385162.02,724
478,1999,4,YEDec 1999,Christchurch,Business,Rest of Europe,5217836.8,1877
479,1999,4,YEDec 1999,Christchurch,Business,Rest of Oceania,,
480,1999,4,YEDec 1999,Christchurch,Business,UK,281490.29,117
481,1999,4,YEDec 1999,Christchurch,Business,USA,7821171.78,2842
482,1999,4,YEDec 1999,Christchurch,Holiday / vacation,Africa and Middle East,40459829.25,10426
483,1999,4,YEDec 1999,Christchurch,Holiday / vacation,Australia,267186747.7,85181
484,1999,4,YEDec 1999,Christchurch,Holiday / vacation,Canada,15399372.34,4355
485,1999,4,YEDec 1999,Christchurch,Holiday / vacation,China,7907160.62,658
486,1999,4,YEDec 1999,Christchurch,Holiday / vacation,Germany,40956538.48,9779
487,1999,4,YEDec 1999,Christchurch,Holiday / vacation,Japan,31798248.7,10249
488,1999,4,YEDec 1999,Christchurch,Holiday / vacation,"Korea, Republic of",9484205.6,2113
489,1999,4,YEDec 1999,Christchurch,Holiday / vacation,Rest of Americas,15407116.17,3246
490,1999,4,YEDec 1999,Christchurch,Holiday / vacation,Rest of Asia,81722276.8,28857
491,1999,4,YEDec 1999,Christchurch,Holiday / vacation,Rest of Europe,116532776.4,27524
492,1999,4,YEDec 1999,Christchurch,Holiday / vacation,Rest of Oceania,3646182.85,1207
493,1999,4,YEDec 1999,Christchurch,Holiday / vacation,UK,110427016.8,24212
494,1999,4,YEDec 1999,Christchurch,Holiday / vacation,USA,139145961.6,35902
495,1999,4,YEDec 1999,Christchurch,Other,Africa and Middle East,,
496,1999,4,YEDec 1999,Christchurch,Other,Australia,11881359.04,6838
497,1999,4,YEDec 1999,Christchurch,Other,Canada,,
498,1999,4,YEDec 1999,Christchurch,Other,China,,
499,1999,4,YEDec 1999,Christchurch,Other,Germany,,
500,1999,4,YEDec 1999,Christchurch,Other,Japan,4670656.8,1388
501,1999,4,YEDec 1999,Christchurch,Other,"Korea, Republic of",,
502,1999,4,YEDec 1999,Christchurch,Other,Rest of Americas,,
503,1999,4,YEDec 1999,Christchurch,Other,Rest of Asia,13080168.39,2425
504,1999,4,YEDec 1999,Christchurch,Other,Rest of Europe,4142982.08,1129
505,1999,4,YEDec 1999,Christchurch,Other,Rest of Oceania,,
506,1999,4,YEDec 1999,Christchurch,Other,UK,11304541.45,1382
507,1999,4,YEDec 1999,Christchurch,Other,USA,2594271.77,1100
508,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,Africa and Middle East,4422720.08,1187
509,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,Australia,46842897.59,17655
510,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,Canada,1505296.39,679
511,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,China,,
512,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,Germany,2892053.92,758
513,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,Japan,1308346.3,987
514,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,"Korea, Republic of",,
515,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,Rest of Americas,,
516,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,Rest of Asia,7576017.74,1793
517,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,Rest of Europe,10676084.5,2523
518,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,Rest of Oceania,,
519,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,UK,19661037.9,4235
520,1999,4,YEDec 1999,Christchurch,Visiting friends / relatives,USA,3952364.74,314
521,1999,4,YEDec 1999,Queenstown,Business,Africa and Middle East,,
522,1999,4,YEDec 1999,Queenstown,Business,Australia,,
523,1999,4,YEDec 1999,Queenstown,Business,Canada,,
524,1999,4,YEDec 1999,Queenstown,Business,China,,
525,1999,4,YEDec 1999,Queenstown,Business,Germany,,
526,1999,4,YEDec 1999,Queenstown,Business,Japan,,
527,1999,4,YEDec 1999,Queenstown,Business,"Korea, Republic of",,
528,1999,4,YEDec 1999,Queenstown,Business,Rest of Americas,,
529,1999,4,YEDec 1999,Queenstown,Business,Rest of Asia,,
530,1999,4,YEDec 1999,Queenstown,Business,Rest of Europe,,
531,1999,4,YEDec 1999,Queenstown,Business,Rest of Oceania,,
532,1999,4,YEDec 1999,Queenstown,Business,UK,,
533,1999,4,YEDec 1999,Queenstown,Business,USA,,
534,1999,4,YEDec 1999,Queenstown,Holiday / vacation,Africa and Middle East,,
535,1999,4,YEDec 1999,Queenstown,Holiday / vacation,Australia,,
536,1999,4,YEDec 1999,Queenstown,Holiday / vacation,Canada,,
537,1999,4,YEDec 1999,Queenstown,Holiday / vacation,China,,
538,1999,4,YEDec 1999,Queenstown,Holiday / vacation,Germany,,
539,1999,4,YEDec 1999,Queenstown,Holiday / vacation,Japan,,
540,1999,4,YEDec 1999,Queenstown,Holiday / vacation,"Korea, Republic of",,
541,1999,4,YEDec 1999,Queenstown,Holiday / vacation,Rest of Americas,,
542,1999,4,YEDec 1999,Queenstown,Holiday / vacation,Rest of Asia,,
543,1999,4,YEDec 1999,Queenstown,Holiday / vacation,Rest of Europe,,
544,1999,4,YEDec 1999,Queenstown,Holiday / vacation,Rest of Oceania,,
545,1999,4,YEDec 1999,Queenstown,Holiday / vacation,UK,,
546,1999,4,YEDec 1999,Queenstown,Holiday / vacation,USA,,
547,1999,4,YEDec 1999,Queenstown,Other,Africa and Middle East,,
548,1999,4,YEDec 1999,Queenstown,Other,Australia,,
549,1999,4,YEDec 1999,Queenstown,Other,Canada,,
550,1999,4,YEDec 1999,Queenstown,Other,China,,
551,1999,4,YEDec 1999,Queenstown,Other,Germany,,
552,1999,4,YEDec 1999,Queenstown,Other,Japan,,
553,1999,4,YEDec 1999,Queenstown,Other,"Korea, Republic of",,
554,1999,4,YEDec 1999,Queenstown,Other,Rest of Americas,,
555,1999,4,YEDec 1999,Queenstown,Other,Rest of Asia,,
556,1999,4,YEDec 1999,Queenstown,Other,Rest of Europe,,
557,1999,4,YEDec 1999,Queenstown,Other,Rest of Oceania,,
558,1999,4,YEDec 1999,Queenstown,Other,UK,,
559,1999,4,YEDec 1999,Queenstown,Other,USA,,
560,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,Africa and Middle East,,
561,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,Australia,,
562,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,Canada,,
563,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,China,,
564,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,Germany,,
565,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,Japan,,
566,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,"Korea, Republic of",,
567,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,Rest of Americas,,
568,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,Rest of Asia,,
569,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,Rest of Europe,,
570,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,Rest of Oceania,,
571,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,UK,,
572,1999,4,YEDec 1999,Queenstown,Visiting friends / relatives,USA,,
573,1999,4,YEDec 1999,Wellington,Business,Africa and Middle East,,
574,1999,4,YEDec 1999,Wellington,Business,Australia,34501494.57,19729
575,1999,4,YEDec 1999,Wellington,Business,Canada,577613.35,390
576,1999,4,YEDec 1999,Wellington,Business,China,,
577,1999,4,YEDec 1999,Wellington,Business,Germany,246725.95,272
578,1999,4,YEDec 1999,Wellington,Business,Japan,348381.61,440
579,1999,4,YEDec 1999,Wellington,Business,"Korea, Republic of",,
580,1999,4,YEDec 1999,Wellington,Business,Rest of Americas,,
581,1999,4,YEDec 1999,Wellington,Business,Rest of Asia,2698523.21,1458
582,1999,4,YEDec 1999,Wellington,Business,Rest of Europe,956154.6,454
583,1999,4,YEDec 1999,Wellington,Business,Rest of Oceania,,
584,1999,4,YEDec 1999,Wellington,Business,UK,1799244.72,390
585,1999,4,YEDec 1999,Wellington,Business,USA,46278.47,198
586,1999,4,YEDec 1999,Wellington,Holiday / vacation,Africa and Middle East,7323142.43,396
587,1999,4,YEDec 1999,Wellington,Holiday / vacation,Australia,28965156.95,14615
588,1999,4,YEDec 1999,Wellington,Holiday / vacation,Canada,1614167.39,434
589,1999,4,YEDec 1999,Wellington,Holiday / vacation,China,,
590,1999,4,YEDec 1999,Wellington,Holiday / vacation,Germany,2693484.79,711
591,1999,4,YEDec 1999,Wellington,Holiday / vacation,Japan,,
592,1999,4,YEDec 1999,Wellington,Holiday / vacation,"Korea, Republic of",,
593,1999,4,YEDec 1999,Wellington,Holiday / vacation,Rest of Americas,1379542.99,816
594,1999,4,YEDec 1999,Wellington,Holiday / vacation,Rest of Asia,2443302.8,485
595,1999,4,YEDec 1999,Wellington,Holiday / vacation,Rest of Europe,1641131.46,692
596,1999,4,YEDec 1999,Wellington,Holiday / vacation,Rest of Oceania,1638134.92,426
597,1999,4,YEDec 1999,Wellington,Holiday / vacation,UK,4208263.27,1507
598,1999,4,YEDec 1999,Wellington,Holiday / vacation,USA,2780581.74,885
599,1999,4,YEDec 1999,Wellington,Other,Africa and Middle East,,
600,1999,4,YEDec 1999,Wellington,Other,Australia,4327883.75,3511
601,1999,4,YEDec 1999,Wellington,Other,Canada,,
602,1999,4,YEDec 1999,Wellington,Other,China,,
603,1999,4,YEDec 1999,Wellington,Other,Germany,,
604,1999,4,YEDec 1999,Wellington,Other,Japan,,
605,1999,4,YEDec 1999,Wellington,Other,"Korea, Republic of",,
606,1999,4,YEDec 1999,Wellington,Other,Rest of Americas,,
607,1999,4,YEDec 1999,Wellington,Other,Rest of Asia,420975.84,236
608,1999,4,YEDec 1999,Wellington,Other,Rest of Europe,,
609,1999,4,YEDec 1999,Wellington,Other,Rest of Oceania,,
610,1999,4,YEDec 1999,Wellington,Other,UK,3955762.2,486
611,1999,4,YEDec 1999,Wellington,Other,USA,133316.35,294
612,1999,4,YEDec 1999,Wellington,Visiting friends / relatives,Africa and Middle East,3887404.69,1171
613,1999,4,YEDec 1999,Wellington,Visiting friends / relatives,Australia,42191573.69,23833
614,1999,4,YEDec 1999,Wellington,Visiting friends / relatives,Canada,175785.28,234
615,1999,4,YEDec 1999,Wellington,Visiting friends / relatives,China,354731.81,157
616,1999,4,YEDec 1999,Wellington,Visiting friends / relatives,Germany,,
617,1999,4,YEDec 1999,Wellington,Visiting friends / relatives,Japan,519.92,182
618,1999,4,YEDec 1999,Wellington,Visiting friends / relatives,"Korea, Republic of",,
619,1999,4,YEDec 1999,Wellington,Visiting friends / relatives,Rest of Americas,,
620,1999,4,YEDec 1999,Wellington,Visiting friends / relatives,Rest of Asia,8905556.17,1554
621,1999,4,YEDec 1999,Wellington,Visiting friends / relatives,Rest of Europe,2573148.52,196
622,1999,4,YEDec 1999,Wellington,Visiting friends / relatives,Rest of Oceania,,
623,1999,4,YEDec 1999,Wellington,Visiting friends / relatives,UK,5706314.44,1109
624,1999,4,YEDec 1999,Wellington,Visiting friends / relatives,USA,398621.05,491
625,2000,4,YEDec 2000,Auckland,Business,Africa and Middle East,9385291.39,3327
626,2000,4,YEDec 2000,Auckland,Business,Australia,147709991.5,94026
627,2000,4,YEDec 2000,Auckland,Business,Canada,7783136.24,2564
628,2000,4,YEDec 2000,Auckland,Business,China,21862100.65,7605
629,2000,4,YEDec 2000,Auckland,Business,Germany,6773006.59,2292
630,2000,4,YEDec 2000,Auckland,Business,Japan,41559935.81,10732
631,2000,4,YEDec 2000,Auckland,Business,"Korea, Republic of",6484445.33,2891
632,2000,4,YEDec 2000,Auckland,Business,Rest of Americas,7229560.44,1197
