Pkey,Year,Quarter,Year ending,Airport of departure,Purpose of visit,Country of permanent residence,Total visitor spend,Total visitors
2514,2009,4,YEDec 2009,Auckland,Holiday / vacation,Germany,209145532.3,35345
2515,2009,4,YEDec 2009,Auckland,Holiday / vacation,Japan,227929162.1,44771
2516,2009,4,YEDec 2009,Auckland,Holiday / vacation,"Korea, Republic of",42677626.04,17065
2517,2009,4,YEDec 2009,Auckland,Holiday / vacation,Rest of Americas,57503777.79,22013
2518,2009,4,YEDec 2009,Auckland,Holiday / vacation,Rest of Asia,147737168.5,45414
2519,2009,4,YEDec 2009,Auckland,Holiday / vacation,Rest of Europe,325749126.1,67711
2520,2009,4,YEDec 2009,Auckland,Holiday / vacation,Rest of Oceania,92526539.68,28162
2521,2009,4,YEDec 2009,Auckland,Holiday / vacation,UK,332208144.4,72806
2522,2009,4,YEDec 2009,Auckland,Holiday / vacation,USA,349287087,80534
2523,2009,4,YEDec 2009,Auckland,Other,Africa and Middle East,21565943.92,7190
2524,2009,4,YEDec 2009,Auckland,Other,Australia,109969231.4,32376
2525,2009,4,YEDec 2009,Auckland,Other,Canada,9866291.27,1952
2526,2009,4,YEDec 2009,Auckland,Other,China,5334411.76,943
2527,2009,4,YEDec 2009,Auckland,Other,Germany,12365818.11,2761
2528,2009,4,YEDec 2009,Auckland,Other,Japan,24974384.76,2624
2529,2009,4,YEDec 2009,Auckland,Other,"Korea, Republic of",9473941.3,1896
2530,2009,4,YEDec 2009,Auckland,Other,Rest of Americas,7448746.14,2111
2531,2009,4,YEDec 2009,Auckland,Other,Rest of Asia,31905067.14,9808
2532,2009,4,YEDec 2009,Auckland,Other,Rest of Europe,37415243,6862
2533,2009,4,YEDec 2009,Auckland,Other,Rest of Oceania,68304147.17,34089
2534,2009,4,YEDec 2009,Auckland,Other,UK,43415696.33,5594
2535,2009,4,YEDec 2009,Auckland,Other,USA,31704624.28,8491
2536,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,Africa and Middle East,102900840,26575
2537,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,Australia,498500760.1,247714
2538,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,Canada,38677050.81,11395
2539,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,China,84428654.12,13198
2540,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,Germany,45996021.54,8844
2541,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,Japan,33581726.53,6166
2542,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,"Korea, Republic of",53057314.1,9411
2543,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,Rest of Americas,16747611.65,3280
2544,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,Rest of Asia,93879466.64,28340
2545,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,Rest of Europe,79470886.82,22211
2546,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,Rest of Oceania,162691503.6,48600
2547,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,UK,362454580.8,85314
2548,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,USA,119345784.3,33220
2549,2009,4,YEDec 2009,Christchurch,Business,Africa and Middle East,1547387.84,168
2550,2009,4,YEDec 2009,Christchurch,Business,Australia,18967720.23,12356
2551,2009,4,YEDec 2009,Christchurch,Business,Canada,55988.9,108
2552,2009,4,YEDec 2009,Christchurch,Business,China,,
2553,2009,4,YEDec 2009,Christchurch,Business,Germany,57100.59,302
2554,2009,4,YEDec 2009,Christchurch,Business,Japan,111999.64,172
2555,2009,4,YEDec 2009,Christchurch,Business,"Korea, Republic of",,
2556,2009,4,YEDec 2009,Christchurch,Business,Rest of Americas,1612046.95,334
2557,2009,4,YEDec 2009,Christchurch,Business,Rest of Asia,7546740.94,2119
2558,2009,4,YEDec 2009,Christchurch,Business,Rest of Europe,2514100.64,640
2559,2009,4,YEDec 2009,Christchurch,Business,Rest of Oceania,445818.06,182
2560,2009,4,YEDec 2009,Christchurch,Business,UK,4761782.76,1280
2561,2009,4,YEDec 2009,Christchurch,Business,USA,761107.8,853
2562,2009,4,YEDec 2009,Christchurch,Holiday / vacation,Africa and Middle East,25896389.1,6250
2563,2009,4,YEDec 2009,Christchurch,Holiday / vacation,Australia,698716496,208224
2564,2009,4,YEDec 2009,Christchurch,Holiday / vacation,Canada,14399376.28,3893
2565,2009,4,YEDec 2009,Christchurch,Holiday / vacation,China,1245252.64,336
2566,2009,4,YEDec 2009,Christchurch,Holiday / vacation,Germany,40127402.29,7489
2567,2009,4,YEDec 2009,Christchurch,Holiday / vacation,Japan,18069635.47,6395
2568,2009,4,YEDec 2009,Christchurch,Holiday / vacation,"Korea, Republic of",24807098.45,7534
2569,2009,4,YEDec 2009,Christchurch,Holiday / vacation,Rest of Americas,5864084.09,1842
2570,2009,4,YEDec 2009,Christchurch,Holiday / vacation,Rest of Asia,89778945.29,24311
2571,2009,4,YEDec 2009,Christchurch,Holiday / vacation,Rest of Europe,158481094.2,29146
2572,2009,4,YEDec 2009,Christchurch,Holiday / vacation,Rest of Oceania,5467822.89,984
2573,2009,4,YEDec 2009,Christchurch,Holiday / vacation,UK,229682743.1,40703
2574,2009,4,YEDec 2009,Christchurch,Holiday / vacation,USA,90218620.72,21814
2575,2009,4,YEDec 2009,Christchurch,Other,Africa and Middle East,,
2576,2009,4,YEDec 2009,Christchurch,Other,Australia,19743769.62,9789
2577,2009,4,YEDec 2009,Christchurch,Other,Canada,17298.73,64
2578,2009,4,YEDec 2009,Christchurch,Other,China,947393.33,219
2579,2009,4,YEDec 2009,Christchurch,Other,Germany,,
2580,2009,4,YEDec 2009,Christchurch,Other,Japan,420361.58,145
2581,2009,4,YEDec 2009,Christchurch,Other,"Korea, Republic of",890783.4,373
2582,2009,4,YEDec 2009,Christchurch,Other,Rest of Americas,403104.95,169
2583,2009,4,YEDec 2009,Christchurch,Other,Rest of Asia,8945174.94,868
2584,2009,4,YEDec 2009,Christchurch,Other,Rest of Europe,,
2585,2009,4,YEDec 2009,Christchurch,Other,Rest of Oceania,,
2586,2009,4,YEDec 2009,Christchurch,Other,UK,8234740.67,1241
2587,2009,4,YEDec 2009,Christchurch,Other,USA,752818.05,245
2588,2009,4,YEDec 2009,Christchurch,Visiting friends / relatives,Africa and Middle East,13859287.44,1259
2589,2009,4,YEDec 2009,Christchurch,Visiting friends / relatives,Australia,129772679.2,63259
2590,2009,4,YEDec 2009,Christchurch,Visiting friends / relatives,Canada,5430733.12,1516
2591,2009,4,YEDec 2009,Christchurch,Visiting friends / relatives,China,,
2592,2009,4,YEDec 2009,Christchurch,Visiting friends / relatives,Germany,8612992.62,1986
2593,2009,4,YEDec 2009,Christchurch,Visiting friends / relatives,Japan,1779415.72,553
2594,2009,4,YEDec 2009,Christchurch,Visiting friends / relatives,"Korea, Republic of",5335621.3,428
2595,2009,4,YEDec 2009,Christchurch,Visiting friends / relatives,Rest of Americas,,
2596,2009,4,YEDec 2009,Christchurch,Visiting friends / relatives,Rest of Asia,26185714.96,4864
2597,2009,4,YEDec 2009,Christchurch,Visiting friends / relatives,Rest of Europe,27374169.83,4063
2598,2009,4,YEDec 2009,Christchurch,Visiting friends / relatives,Rest of Oceania,4549205.5,1365
2599,2009,4,YEDec 2009,Christchurch,Visiting friends / relatives,UK,88746043.13,10430
2600,2009,4,YEDec 2009,Christchurch,Visiting friends / relatives,USA,2005594.41,1040
2601,2009,4,YEDec 2009,Queenstown,Business,Africa and Middle East,,
2602,2009,4,YEDec 2009,Queenstown,Business,Australia,,
2603,2009,4,YEDec 2009,Queenstown,Business,Canada,,
2604,2009,4,YEDec 2009,Queenstown,Business,China,,
2605,2009,4,YEDec 2009,Queenstown,Business,Germany,,
2606,2009,4,YEDec 2009,Queenstown,Business,Japan,,
2607,2009,4,YEDec 2009,Queenstown,Business,"Korea, Republic of",,
2608,2009,4,YEDec 2009,Queenstown,Business,Rest of Americas,,
2609,2009,4,YEDec 2009,Queenstown,Business,Rest of Asia,,
2610,2009,4,YEDec 2009,Queenstown,Business,Rest of Europe,,
2611,2009,4,YEDec 2009,Queenstown,Business,Rest of Oceania,,
2612,2009,4,YEDec 2009,Queenstown,Business,UK,,
2613,2009,4,YEDec 2009,Queenstown,Business,USA,,
2614,2009,4,YEDec 2009,Queenstown,Holiday / vacation,Africa and Middle East,,
2615,2009,4,YEDec 2009,Queenstown,Holiday / vacation,Australia,,
2616,2009,4,YEDec 2009,Queenstown,Holiday / vacation,Canada,,
2617,2009,4,YEDec 2009,Queenstown,Holiday / vacation,China,,
2618,2009,4,YEDec 2009,Queenstown,Holiday / vacation,Germany,,
2619,2009,4,YEDec 2009,Queenstown,Holiday / vacation,Japan,,
2620,2009,4,YEDec 2009,Queenstown,Holiday / vacation,"Korea, Republic of",,
2621,2009,4,YEDec 2009,Queenstown,Holiday / vacation,Rest of Americas,,
2622,2009,4,YEDec 2009,Queenstown,Holiday / vacation,Rest of Asia,,
2623,2009,4,YEDec 2009,Queenstown,Holiday / vacation,Rest of Europe,,
2624,2009,4,YEDec 2009,Queenstown,Holiday / vacation,Rest of Oceania,,
2625,2009,4,YEDec 2009,Queenstown,Holiday / vacation,UK,,
2626,2009,4,YEDec 2009,Queenstown,Holiday / vacation,USA,,
2627,2009,4,YEDec 2009,Queenstown,Other,Africa and Middle East,,
2628,2009,4,YEDec 2009,Queenstown,Other,Australia,,
2629,2009,4,YEDec 2009,Queenstown,Other,Canada,,
2630,2009,4,YEDec 2009,Queenstown,Other,China,,
2631,2009,4,YEDec 2009,Queenstown,Other,Germany,,
2632,2009,4,YEDec 2009,Queenstown,Other,Japan,,
2633,2009,4,YEDec 2009,Queenstown,Other,"Korea, Republic of",,
2634,2009,4,YEDec 2009,Queenstown,Other,Rest of Americas,,
2635,2009,4,YEDec 2009,Queenstown,Other,Rest of Asia,,
2636,2009,4,YEDec 2009,Queenstown,Other,Rest of Europe,,
2637,2009,4,YEDec 2009,Queenstown,Other,Rest of Oceania,,
2638,2009,4,YEDec 2009,Queenstown,Other,UK,,
2639,2009,4,YEDec 2009,Queenstown,Other,USA,,
2640,2009,4,YEDec 2009,Queenstown,Visiting friends / relatives,Africa and Middle East,,
2641,2009,4,YEDec 2009,Queenstown,Visiting friends / relatives,Australia,,
2642,2009,4,YEDec 2009,Queenstown,Visiting friends / relatives,Canada,,
2643,2009,4,YEDec 2009,Queenstown,Visiting friends / relatives,China,,
2644,2009,4,YEDec 2009,Queenstown,Visiting friends / relatives,Germany,,
2645,2009,4,YEDec 2009,Queenstown,Visiting friends / relatives,Japan,,
2646,2009,4,YEDec 2009,Queenstown,Visiting friends / relatives,"Korea, Republic of",,
2647,2009,4,YEDec 2009,Queenstown,Visiting friends / relatives,Rest of Americas,,
2648,2009,4,YEDec 2009,Queenstown,Visiting friends / relatives,Rest of Asia,,
2649,2009,4,YEDec 2009,Queenstown,Visiting friends / relatives,Rest of Europe,,
2650,2009,4,YEDec 2009,Queenstown,Visiting friends / relatives,Rest of Oceania,,
2651,2009,4,YEDec 2009,Queenstown,Visiting friends / relatives,UK,,
2652,2009,4,YEDec 2009,Queenstown,Visiting friends / relatives,USA,,
2653,2009,4,YEDec 2009,Wellington,Business,Africa and Middle East,295726.56,58
2654,2009,4,YEDec 2009,Wellington,Business,Australia,35261842.75,20222
2655,2009,4,YEDec 2009,Wellington,Business,Canada,228693.48,148
2656,2009,4,YEDec 2009,Wellington,Business,China,2513568.42,632
2657,2009,4,YEDec 2009,Wellington,Business,Germany,2696761.04,408
2658,2009,4,YEDec 2009,Wellington,Business,Japan,44052.94,37
2659,2009,4,YEDec 2009,Wellington,Business,"Korea, Republic of",,
2660,2009,4,YEDec 2009,Wellington,Business,Rest of Americas,,
2661,2009,4,YEDec 2009,Wellington,Business,Rest of Asia,2521477.25,930
2662,2009,4,YEDec 2009,Wellington,Business,Rest of Europe,10520106.74,1550
2663,2009,4,YEDec 2009,Wellington,Business,Rest of Oceania,1613937.97,835
2664,2009,4,YEDec 2009,Wellington,Business,UK,5200145.63,794
2665,2009,4,YEDec 2009,Wellington,Business,USA,2526107.98,958
2666,2009,4,YEDec 2009,Wellington,Holiday / vacation,Africa and Middle East,2979754.27,892
2667,2009,4,YEDec 2009,Wellington,Holiday / vacation,Australia,65697164.81,27707
2668,2009,4,YEDec 2009,Wellington,Holiday / vacation,Canada,4314239.97,1233
2669,2009,4,YEDec 2009,Wellington,Holiday / vacation,China,116009.8,261
2670,2009,4,YEDec 2009,Wellington,Holiday / vacation,Germany,7102568.4,1238
2671,2009,4,YEDec 2009,Wellington,Holiday / vacation,Japan,728348.32,572
2672,2009,4,YEDec 2009,Wellington,Holiday / vacation,"Korea, Republic of",413238.93,168
2673,2009,4,YEDec 2009,Wellington,Holiday / vacation,Rest of Americas,1223573.52,233
2674,2009,4,YEDec 2009,Wellington,Holiday / vacation,Rest of Asia,1048525.49,521
2675,2009,4,YEDec 2009,Wellington,Holiday / vacation,Rest of Europe,11553253.06,3091
2676,2009,4,YEDec 2009,Wellington,Holiday / vacation,Rest of Oceania,80387.1,326
2677,2009,4,YEDec 2009,Wellington,Holiday / vacation,UK,15819016.46,3658
2678,2009,4,YEDec 2009,Wellington,Holiday / vacation,USA,6404043.64,1915
2679,2009,4,YEDec 2009,Wellington,Other,Africa and Middle East,8318345.58,1387
2680,2009,4,YEDec 2009,Wellington,Other,Australia,17278019.77,10982
2681,2009,4,YEDec 2009,Wellington,Other,Canada,,
2682,2009,4,YEDec 2009,Wellington,Other,China,,
2683,2009,4,YEDec 2009,Wellington,Other,Germany,,
2684,2009,4,YEDec 2009,Wellington,Other,Japan,,
2685,2009,4,YEDec 2009,Wellington,Other,"Korea, Republic of",684985.6,164
2686,2009,4,YEDec 2009,Wellington,Other,Rest of Americas,,
2687,2009,4,YEDec 2009,Wellington,Other,Rest of Asia,2740655.2,1454
2688,2009,4,YEDec 2009,Wellington,Other,Rest of Europe,810336.79,112
2689,2009,4,YEDec 2009,Wellington,Other,Rest of Oceania,1161400.43,295
2690,2009,4,YEDec 2009,Wellington,Other,UK,1260270.83,253
2691,2009,4,YEDec 2009,Wellington,Other,USA,251797.28,130
2692,2009,4,YEDec 2009,Wellington,Visiting friends / relatives,Africa and Middle East,2661693.44,1650
2693,2009,4,YEDec 2009,Wellington,Visiting friends / relatives,Australia,80558868.94,46111
2694,2009,4,YEDec 2009,Wellington,Visiting friends / relatives,Canada,3227468.6,798
2695,2009,4,YEDec 2009,Wellington,Visiting friends / relatives,China,123333.13,22
2696,2009,4,YEDec 2009,Wellington,Visiting friends / relatives,Germany,531849.06,135
2697,2009,4,YEDec 2009,Wellington,Visiting friends / relatives,Japan,,
2698,2009,4,YEDec 2009,Wellington,Visiting friends / relatives,"Korea, Republic of",,
2699,2009,4,YEDec 2009,Wellington,Visiting friends / relatives,Rest of Americas,,
2700,2009,4,YEDec 2009,Wellington,Visiting friends / relatives,Rest of Asia,1679210.98,758
2701,2009,4,YEDec 2009,Wellington,Visiting friends / relatives,Rest of Europe,4638169.78,1191
2702,2009,4,YEDec 2009,Wellington,Visiting friends / relatives,Rest of Oceania,961786.53,502
2703,2009,4,YEDec 2009,Wellington,Visiting friends / relatives,UK,21627788.32,5095
2704,2009,4,YEDec 2009,Wellington,Visiting friends / relatives,USA,1964733.26,564
2705,2010,4,YEDec 2010,Auckland,Business,Africa and Middle East,10028086.61,2380
2706,2010,4,YEDec 2010,Auckland,Business,Australia,175414810.9,109613
2707,2010,4,YEDec 2010,Auckland,Business,Canada,4355389.5,2157
2708,2010,4,YEDec 2010,Auckland,Business,China,35075395.28,12153
2709,2010,4,YEDec 2010,Auckland,Business,Germany,12456965.12,6285
2710,2010,4,YEDec 2010,Auckland,Business,Japan,9834226.56,7063
2711,2010,4,YEDec 2010,Auckland,Business,"Korea, Republic of",6719103.43,3138
2712,2010,4,YEDec 2010,Auckland,Business,Rest of Americas,5018357.25,1710
2713,2010,4,YEDec 2010,Auckland,Business,Rest of Asia,51533998.96,19957
2714,2010,4,YEDec 2010,Auckland,Business,Rest of Europe,20155607.48,9628
2715,2010,4,YEDec 2010,Auckland,Business,Rest of Oceania,8119674.16,5008
2716,2010,4,YEDec 2010,Auckland,Business,UK,14669890.19,4550
2717,2010,4,YEDec 2010,Auckland,Business,USA,53587322.61,18818
2718,2010,4,YEDec 2010,Auckland,Holiday / vacation,Africa and Middle East,51295800.89,15265
2719,2010,4,YEDec 2010,Auckland,Holiday / vacation,Australia,459759976.7,194015
2720,2010,4,YEDec 2010,Auckland,Holiday / vacation,Canada,75473288.63,17963
2721,2010,4,YEDec 2010,Auckland,Holiday / vacation,China,240495631.7,73330
2722,2010,4,YEDec 2010,Auckland,Holiday / vacation,Germany,111931809.7,26126
2723,2010,4,YEDec 2010,Auckland,Holiday / vacation,Japan,225519603.5,48755
2724,2010,4,YEDec 2010,Auckland,Holiday / vacation,"Korea, Republic of",80220148.27,31811
2725,2010,4,YEDec 2010,Auckland,Holiday / vacation,Rest of Americas,43991947.25,22487
2726,2010,4,YEDec 2010,Auckland,Holiday / vacation,Rest of Asia,137732776.9,42726
2727,2010,4,YEDec 2010,Auckland,Holiday / vacation,Rest of Europe,273082286.2,64294
2728,2010,4,YEDec 2010,Auckland,Holiday / vacation,Rest of Oceania,71119102.37,33010
2729,2010,4,YEDec 2010,Auckland,Holiday / vacation,UK,341991199,74743
2730,2010,4,YEDec 2010,Auckland,Holiday / vacation,USA,292873391.1,82556
2731,2010,4,YEDec 2010,Auckland,Other,Africa and Middle East,22245804.32,4297
2732,2010,4,YEDec 2010,Auckland,Other,Australia,103114692,48903
2733,2010,4,YEDec 2010,Auckland,Other,Canada,14656398.73,2621
2734,2010,4,YEDec 2010,Auckland,Other,China,21485132.02,3524
2735,2010,4,YEDec 2010,Auckland,Other,Germany,11515448.34,2164
2736,2010,4,YEDec 2010,Auckland,Other,Japan,12374313.4,3193
2737,2010,4,YEDec 2010,Auckland,Other,"Korea, Republic of",841952.63,847
2738,2010,4,YEDec 2010,Auckland,Other,Rest of Americas,4711878.93,2745
2739,2010,4,YEDec 2010,Auckland,Other,Rest of Asia,20539012.05,7700
2740,2010,4,YEDec 2010,Auckland,Other,Rest of Europe,46447982.2,9713
2741,2010,4,YEDec 2010,Auckland,Other,Rest of Oceania,69235778.4,34821
2742,2010,4,YEDec 2010,Auckland,Other,UK,31287950.63,8121
2743,2010,4,YEDec 2010,Auckland,Other,USA,28132568.28,8204
2744,2010,4,YEDec 2010,Auckland,Visiting friends / relatives,Africa and Middle East,56034041.28,16483
2745,2010,4,YEDec 2010,Auckland,Visiting friends / relatives,Australia,452070090.2,253500
2746,2010,4,YEDec 2010,Auckland,Visiting friends / relatives,Canada,29850642.32,10054
2747,2010,4,YEDec 2010,Auckland,Visiting friends / relatives,China,93400158.57,16177
2748,2010,4,YEDec 2010,Auckland,Visiting friends / relatives,Germany,22914969.6,5536
2749,2010,4,YEDec 2010,Auckland,Visiting friends / relatives,Japan,21930130.04,6585
2750,2010,4,YEDec 2010,Auckland,Visiting friends / relatives,"Korea, Republic of",28555305.85,10671
2751,2010,4,YEDec 2010,Auckland,Visiting friends / relatives,Rest of Americas,3994344.32,1514
2752,2010,4,YEDec 2010,Auckland,Visiting friends / relatives,Rest of Asia,93104144.31,28104
2753,2010,4,YEDec 2010,Auckland,Visiting friends / relatives,Rest of Europe,61753678.16,21146
2754,2010,4,YEDec 2010,Auckland,Visiting friends / relatives,Rest of Oceania,131920149.4,60843
2755,2010,4,YEDec 2010,Auckland,Visiting friends / relatives,UK,251981298.6,74809
2756,2010,4,YEDec 2010,Auckland,Visiting friends / relatives,USA,74415860.19,31877
2757,2010,4,YEDec 2010,Christchurch,Business,Africa and Middle East,473451.51,326
2758,2010,4,YEDec 2010,Christchurch,Business,Australia,34785883.82,18770
2759,2010,4,YEDec 2010,Christchurch,Business,Canada,646290.71,118
2760,2010,4,YEDec 2010,Christchurch,Business,China,,
2761,2010,4,YEDec 2010,Christchurch,Business,Germany,,
2762,2010,4,YEDec 2010,Christchurch,Business,Japan,,
2763,2010,4,YEDec 2010,Christchurch,Business,"Korea, Republic of",1173647.93,990
2764,2010,4,YEDec 2010,Christchurch,Business,Rest of Americas,,
2765,2010,4,YEDec 2010,Christchurch,Business,Rest of Asia,2792530.79,919
2766,2010,4,YEDec 2010,Christchurch,Business,Rest of Europe,1560072.13,519
2767,2010,4,YEDec 2010,Christchurch,Business,Rest of Oceania,992597.17,482
2768,2010,4,YEDec 2010,Christchurch,Business,UK,1100856.78,537
2769,2010,4,YEDec 2010,Christchurch,Business,USA,5650123.4,1757
2770,2010,4,YEDec 2010,Christchurch,Holiday / vacation,Africa and Middle East,47528630.09,11705
2771,2010,4,YEDec 2010,Christchurch,Holiday / vacation,Australia,593257467.4,197426
2772,2010,4,YEDec 2010,Christchurch,Holiday / vacation,Canada,30786390.32,5951
2773,2010,4,YEDec 2010,Christchurch,Holiday / vacation,China,6719292.12,2232
2774,2010,4,YEDec 2010,Christchurch,Holiday / vacation,Germany,88966030.26,14745
2775,2010,4,YEDec 2010,Christchurch,Holiday / vacation,Japan,17922063.33,5262
2776,2010,4,YEDec 2010,Christchurch,Holiday / vacation,"Korea, Republic of",7892413.77,4129
2777,2010,4,YEDec 2010,Christchurch,Holiday / vacation,Rest of Americas,7955531.21,2574
2778,2010,4,YEDec 2010,Christchurch,Holiday / vacation,Rest of Asia,130644392.7,30974
2779,2010,4,YEDec 2010,Christchurch,Holiday / vacation,Rest of Europe,154300446,30067
2780,2010,4,YEDec 2010,Christchurch,Holiday / vacation,Rest of Oceania,3300481.54,947
2781,2010,4,YEDec 2010,Christchurch,Holiday / vacation,UK,156282996.6,28166
2782,2010,4,YEDec 2010,Christchurch,Holiday / vacation,USA,37176852.32,15398
2783,2010,4,YEDec 2010,Christchurch,Other,Africa and Middle East,5774646.03,1070
2784,2010,4,YEDec 2010,Christchurch,Other,Australia,47454840.05,17143
2785,2010,4,YEDec 2010,Christchurch,Other,Canada,4104271.76,1513
2786,2010,4,YEDec 2010,Christchurch,Other,China,,
2787,2010,4,YEDec 2010,Christchurch,Other,Germany,6818985.26,827
2788,2010,4,YEDec 2010,Christchurch,Other,Japan,,
2789,2010,4,YEDec 2010,Christchurch,Other,"Korea, Republic of",,
2790,2010,4,YEDec 2010,Christchurch,Other,Rest of Americas,2983029.4,369
2791,2010,4,YEDec 2010,Christchurch,Other,Rest of Asia,6899799.65,1370
2792,2010,4,YEDec 2010,Christchurch,Other,Rest of Europe,431495.36,100
2793,2010,4,YEDec 2010,Christchurch,Other,Rest of Oceania,3126349.75,826
2794,2010,4,YEDec 2010,Christchurch,Other,UK,3907151.24,1058
2795,2010,4,YEDec 2010,Christchurch,Other,USA,6476429.39,1673
2796,2010,4,YEDec 2010,Christchurch,Visiting friends / relatives,Africa and Middle East,10672139.14,2414
2797,2010,4,YEDec 2010,Christchurch,Visiting friends / relatives,Australia,127041424.2,63097
2798,2010,4,YEDec 2010,Christchurch,Visiting friends / relatives,Canada,4634171.42,1049
2799,2010,4,YEDec 2010,Christchurch,Visiting friends / relatives,China,,
2800,2010,4,YEDec 2010,Christchurch,Visiting friends / relatives,Germany,105880.71,184
2801,2010,4,YEDec 2010,Christchurch,Visiting friends / relatives,Japan,,
2802,2010,4,YEDec 2010,Christchurch,Visiting friends / relatives,"Korea, Republic of",3872376.9,280
2803,2010,4,YEDec 2010,Christchurch,Visiting friends / relatives,Rest of Americas,,
2804,2010,4,YEDec 2010,Christchurch,Visiting friends / relatives,Rest of Asia,9596552.26,3402
2805,2010,4,YEDec 2010,Christchurch,Visiting friends / relatives,Rest of Europe,23696428.05,3929
2806,2010,4,YEDec 2010,Christchurch,Visiting friends / relatives,Rest of Oceania,1324153.81,749
2807,2010,4,YEDec 2010,Christchurch,Visiting friends / relatives,UK,97585168.75,16719
2808,2010,4,YEDec 2010,Christchurch,Visiting friends / relatives,USA,7761972.16,1924
2809,2010,4,YEDec 2010,Queenstown,Business,Africa and Middle East,,
2810,2010,4,YEDec 2010,Queenstown,Business,Australia,,
2811,2010,4,YEDec 2010,Queenstown,Business,Canada,,
2812,2010,4,YEDec 2010,Queenstown,Business,China,,
2813,2010,4,YEDec 2010,Queenstown,Business,Germany,,
2814,2010,4,YEDec 2010,Queenstown,Business,Japan,,
2815,2010,4,YEDec 2010,Queenstown,Business,"Korea, Republic of",,
2816,2010,4,YEDec 2010,Queenstown,Business,Rest of Americas,,
2817,2010,4,YEDec 2010,Queenstown,Business,Rest of Asia,,
2818,2010,4,YEDec 2010,Queenstown,Business,Rest of Europe,,
2819,2010,4,YEDec 2010,Queenstown,Business,Rest of Oceania,,
2820,2010,4,YEDec 2010,Queenstown,Business,UK,,
2821,2010,4,YEDec 2010,Queenstown,Business,USA,,
2822,2010,4,YEDec 2010,Queenstown,Holiday / vacation,Africa and Middle East,,
2823,2010,4,YEDec 2010,Queenstown,Holiday / vacation,Australia,,
2824,2010,4,YEDec 2010,Queenstown,Holiday / vacation,Canada,,
2825,2010,4,YEDec 2010,Queenstown,Holiday / vacation,China,,
2826,2010,4,YEDec 2010,Queenstown,Holiday / vacation,Germany,,
2827,2010,4,YEDec 2010,Queenstown,Holiday / vacation,Japan,,
2828,2010,4,YEDec 2010,Queenstown,Holiday / vacation,"Korea, Republic of",,
2829,2010,4,YEDec 2010,Queenstown,Holiday / vacation,Rest of Americas,,
2830,2010,4,YEDec 2010,Queenstown,Holiday / vacation,Rest of Asia,,
2831,2010,4,YEDec 2010,Queenstown,Holiday / vacation,Rest of Europe,,
2832,2010,4,YEDec 2010,Queenstown,Holiday / vacation,Rest of Oceania,,
2833,2010,4,YEDec 2010,Queenstown,Holiday / vacation,UK,,
2834,2010,4,YEDec 2010,Queenstown,Holiday / vacation,USA,,
2835,2010,4,YEDec 2010,Queenstown,Other,Africa and Middle East,,
2836,2010,4,YEDec 2010,Queenstown,Other,Australia,,
2837,2010,4,YEDec 2010,Queenstown,Other,Canada,,
2838,2010,4,YEDec 2010,Queenstown,Other,China,,
2839,2010,4,YEDec 2010,Queenstown,Other,Germany,,
2840,2010,4,YEDec 2010,Queenstown,Other,Japan,,
2841,2010,4,YEDec 2010,Queenstown,Other,"Korea, Republic of",,
2842,2010,4,YEDec 2010,Queenstown,Other,Rest of Americas,,
2843,2010,4,YEDec 2010,Queenstown,Other,Rest of Asia,,
2844,2010,4,YEDec 2010,Queenstown,Other,Rest of Europe,,
2845,2010,4,YEDec 2010,Queenstown,Other,Rest of Oceania,,
2846,2010,4,YEDec 2010,Queenstown,Other,UK,,
2847,2010,4,YEDec 2010,Queenstown,Other,USA,,
2848,2010,4,YEDec 2010,Queenstown,Visiting friends / relatives,Africa and Middle East,,
2849,2010,4,YEDec 2010,Queenstown,Visiting friends / relatives,Australia,,
2850,2010,4,YEDec 2010,Queenstown,Visiting friends / relatives,Canada,,
2851,2010,4,YEDec 2010,Queenstown,Visiting friends / relatives,China,,
2852,2010,4,YEDec 2010,Queenstown,Visiting friends / relatives,Germany,,
2853,2010,4,YEDec 2010,Queenstown,Visiting friends / relatives,Japan,,
2854,2010,4,YEDec 2010,Queenstown,Visiting friends / relatives,"Korea, Republic of",,
2855,2010,4,YEDec 2010,Queenstown,Visiting friends / relatives,Rest of Americas,,
2856,2010,4,YEDec 2010,Queenstown,Visiting friends / relatives,Rest of Asia,,
2857,2010,4,YEDec 2010,Queenstown,Visiting friends / relatives,Rest of Europe,,
2858,2010,4,YEDec 2010,Queenstown,Visiting friends / relatives,Rest of Oceania,,
2859,2010,4,YEDec 2010,Queenstown,Visiting friends / relatives,UK,,
2860,2010,4,YEDec 2010,Queenstown,Visiting friends / relatives,USA,,
